Year data collection,Placement test score (%),Proficiency,Age,Age of exposure to English,Years studying English,Stay abroad in English speaking country (>= 1 month),Stay abroad (months),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Proficiency (self-assessment) in additional language speaking,Proficiency (self-assessment) in additional language listening,Proficiency (self-assessment) in additional language reading,Proficiency (self-assessment) in additional language writing,Task number,Language certificates (highest level),FatherL1=L1,MotherL1=L1,Parents L1 different,is L1 spoken at home,is Father L1 spoken at home,is Mother L1 spoken at home,Number of languages spoken at home,is English spoken at home,Number of additional foreign languages,French,German,Spanish,Italian,Latin,Chinese,Portuguese,Japanese,Russian,Greek,Arabic,Turkish,Number of additional foreign language(s) not M/F's L1 and home L,Sex: Female,L1: German,Online,unique_word_count,lexical_diversity,sentence_count,avg_words_per_sentence,punctuation_count,gunning_fog_index,lemmatized_freqs_avg,lemmatized_freqs_None_ratio,pos_ratio_n,pos_ratio_v,pos_ratio_j,pos_ratio_r,pos_ratio_i,pos_ratio_p,pos_ratio_c,pos_ratio_d,pos_ratio_m,pos_ratio_u,pos_ratio_a
2012,25.8,1,13.0,4.0,9.0,0,0.0,3.0,3.0,5.0,4.0,3.75,2.4,2.4,3.0,2.8,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,62,0.47692307692307695,13,10.0,17,3.52,598.2280701754386,0.19298245614035087,0.38596491228070173,0.17543859649122806,0.03508771929824561,0.017543859649122806,0.10526315789473684,0.08771929824561403,0.03508771929824561,0.05263157894736842,0.0,0.0,0.0
2012,25.8,1,14.0,8.0,6.0,0,0.0,4.0,5.0,4.0,5.0,4.5,2.8,3.2,2.8,2.6,13,3.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,60,0.44776119402985076,9,14.88888888888889,21,5.12,471.8909090909091,0.3090909090909091,0.34545454545454546,0.18181818181818182,0.05454545454545454,0.03636363636363636,0.07272727272727272,0.07272727272727272,0.05454545454545454,0.05454545454545454,0.0,0.0,0.0
2012,25.8,1,14.0,5.0,9.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,41,0.4823529411764706,5,17.0,12,6.0,554.3589743589744,0.46153846153846156,0.41025641025641024,0.23076923076923078,0.05128205128205128,0.0,0.07692307692307693,0.0,0.10256410256410256,0.05128205128205128,0.0,0.0,0.0
2013,25.8,1,16.0,6.0,10.0,0,0.0,2.0,1.0,2.0,2.0,1.75,1.4,2.4,2.8,2.2,13,3.0,True,True,True,True,True,True,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,76,0.46060606060606063,10,16.5,41,5.82,580.1549295774648,0.3380281690140845,0.352112676056338,0.22535211267605634,0.04225352112676056,0.056338028169014086,0.07042253521126761,0.08450704225352113,0.04225352112676056,0.028169014084507043,0.0,0.0,0.0
2012,25.8,1,16.0,6.0,10.0,0,0.0,1.0,1.0,1.0,1.0,1.0,2.2,2.6,2.8,2.4,13,2.4,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,45,0.569620253164557,3,26.333333333333332,12,9.78,407.0,0.40476190476190477,0.38095238095238093,0.09523809523809523,0.16666666666666666,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.0,0.0,0.0
2012,25.8,1,19.0,6.0,13.0,0,0.0,2.0,1.0,1.0,3.0,1.75,2.2,1.6,2.0,2.0,13,2.8,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,43,0.5733333333333334,2,37.5,10,13.4,343.95348837209303,0.3488372093023256,0.2558139534883721,0.20930232558139536,0.046511627906976744,0.11627906976744186,0.11627906976744186,0.046511627906976744,0.06976744186046512,0.046511627906976744,0.0,0.0,0.0
2012,26.7,1,12.0,7.0,5.0,0,0.0,1.0,1.0,1.0,1.0,1.0,2.2,2.2,2.2,2.0,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,51,0.45132743362831856,9,12.555555555555555,12,4.48,290.6595744680851,0.3191489361702128,0.2127659574468085,0.1702127659574468,0.0851063829787234,0.06382978723404255,0.0851063829787234,0.0851063829787234,0.06382978723404255,0.0425531914893617,0.0,0.0,0.0
2012,26.7,1,13.0,3.0,10.0,0,0.0,4.0,4.0,4.0,5.0,4.25,2.8,2.6,3.0,3.0,13,2.6,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,89,0.489010989010989,14,13.0,30,5.06,430.1358024691358,0.3333333333333333,0.2839506172839506,0.1728395061728395,0.08641975308641975,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.06172839506172839,0.07407407407407407,0.0,0.012345679012345678,0.0
2012,26.7,1,14.0,6.0,8.0,0,0.0,3.0,3.0,4.0,4.0,3.5,2.0,2.2,2.0,2.0,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,67,0.5,9,14.88888888888889,25,5.04,562.9516129032259,0.2903225806451613,0.3870967741935484,0.14516129032258066,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.08064516129032258,0.04838709677419355,0.04838709677419355,0.0,0.0,0.0
2017,26.7,1,15.0,3.0,12.0,0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,175,0.5663430420711975,6,51.5,48,11.7,418.9277108433735,0.5060240963855421,0.4457831325301205,0.14457831325301204,0.06626506024096386,0.030120481927710843,0.05421686746987952,0.030120481927710843,0.13855421686746988,0.03614457831325301,0.006024096385542169,0.0,0.0
2017,26.7,1,15.0,10.0,5.0,0,0.0,3.0,3.0,4.0,3.0,3.25,3.0,3.0,3.2,3.0,2,2.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,167,0.4677871148459384,12,29.75,48,12.4,537.6513157894736,0.4934210526315789,0.40131578947368424,0.13815789473684212,0.17763157894736842,0.02631578947368421,0.06578947368421052,0.019736842105263157,0.09868421052631579,0.019736842105263157,0.0,0.0,0.0
2012,26.7,1,15.0,8.0,7.0,0,0.0,2.0,4.0,3.0,3.0,3.0,2.6,2.8,2.8,2.4,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,51,0.408,9,13.88888888888889,12,5.39,448.17391304347825,0.2608695652173913,0.21739130434782608,0.2608695652173913,0.06521739130434782,0.021739130434782608,0.15217391304347827,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.0,0.0,0.0
2012,26.7,1,15.0,7.0,8.0,0,0.0,3.0,3.0,4.0,4.0,3.5,2.0,2.2,2.2,2.0,13,1.8,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,53,0.31547619047619047,14,12.0,22,4.78,623.7755102040817,0.2857142857142857,0.32653061224489793,0.30612244897959184,0.02040816326530612,0.04081632653061224,0.08163265306122448,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.0,0.0,0.0
2012,26.7,1,16.0,5.0,11.0,0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.4,3.4,13,3.6,True,True,True,True,True,True,2,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,75,0.5597014925373134,8,16.75,19,7.78,337.7536231884058,0.42028985507246375,0.2608695652173913,0.2753623188405797,0.043478260869565216,0.057971014492753624,0.07246376811594203,0.057971014492753624,0.043478260869565216,0.028985507246376812,0.0,0.0,0.0
2012,26.7,1,17.0,6.0,11.0,0,0.0,3.0,2.0,3.0,3.0,2.75,2.0,2.0,2.4,2.2,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,49,0.6363636363636364,5,15.4,14,4.28,421.6808510638298,0.2553191489361702,0.2553191489361702,0.2553191489361702,0.02127659574468085,0.06382978723404255,0.1276595744680851,0.0425531914893617,0.02127659574468085,0.0851063829787234,0.0,0.0,0.0
2020,26.7,1,17.0,6.0,11.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.6,1.4,2.2,2.0,14,3.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,106,0.4076923076923077,7,37.142857142857146,37,13.31,319.0792079207921,0.26732673267326734,0.2871287128712871,0.2871287128712871,0.039603960396039604,0.0891089108910891,0.0594059405940594,0.06930693069306931,0.019801980198019802,0.0594059405940594,0.009900990099009901,0.0,0.0
2012,26.7,1,17.0,10.0,7.0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.2,2.0,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,69,0.44805194805194803,13,11.846153846153847,18,4.49,620.3387096774194,0.25806451612903225,0.3870967741935484,0.16129032258064516,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.06451612903225806,0.04838709677419355,0.016129032258064516,0.0,0.0,0.0
2012,26.7,1,18.0,8.0,10.0,1,0.0,4.0,3.0,4.0,3.0,3.5,2.6,2.6,2.6,2.2,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,45,0.371900826446281,10,12.1,16,4.2,452.0681818181818,0.2727272727272727,0.36363636363636365,0.1590909090909091,0.06818181818181818,0.06818181818181818,0.09090909090909091,0.06818181818181818,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0
2013,26.7,1,18.0,6.0,12.0,0,0.0,1.0,1.0,2.0,1.0,1.25,2.4,2.4,3.2,2.4,13,3.2,True,True,True,True,True,True,1,False,3,1,0,0,0,1,0,0,0,0,1,0,0,3,1.0,0,0,30,0.5660377358490566,5,10.6,9,4.55,383.0344827586207,0.41379310344827586,0.4482758620689655,0.1724137931034483,0.0,0.0,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0
2012,26.7,1,18.0,6.0,12.0,0,0.0,1.0,1.0,1.0,1.0,1.0,2.4,1.6,2.4,2.0,13,3.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,28,0.6363636363636364,3,14.666666666666666,8,5.08,370.56,0.32,0.28,0.2,0.04,0.0,0.12,0.04,0.08,0.04,0.0,0.0,0.0
2018,26.7,1,19.0,8.0,11.0,0,0.0,3.0,3.0,4.0,3.0,3.25,2.6,2.4,2.4,2.0,14,3.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,82,0.5030674846625767,3,54.333333333333336,16,20.69,284.24050632911394,0.31645569620253167,0.22784810126582278,0.2911392405063291,0.0379746835443038,0.0759493670886076,0.08860759493670886,0.06329113924050633,0.02531645569620253,0.05063291139240506,0.02531645569620253,0.0,0.0
2019,26.7,1,20.0,6.0,14.0,1,9.0,4.0,5.0,5.0,4.0,4.5,1.0,1.0,1.0,1.0,3,3.0,True,True,True,True,True,True,1,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0,1,83,0.6335877862595419,3,43.666666666666664,27,16.71,541.2375,0.4125,0.3,0.175,0.1125,0.0375,0.1125,0.0375,0.0375,0.05,0.0,0.0,0.0
2018,26.7,1,22.0,8.0,10.0,0,0.0,2.0,3.0,3.0,2.0,2.5,2.6,2.6,2.4,2.4,14,1.8,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,53,0.5408163265306123,8,12.25,16,4.12,200.1,0.32,0.3,0.18,0.0,0.06,0.08,0.1,0.04,0.06,0.0,0.0,0.0
2018,26.7,1,52.0,45.0,7.0,0,0.0,3.0,2.0,2.0,2.0,2.25,2.0,2.2,2.2,2.2,14,2.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,67,0.48201438848920863,4,34.75,11,13.74,344.24615384615385,0.4307692307692308,0.27692307692307694,0.27692307692307694,0.046153846153846156,0.03076923076923077,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06153846153846154,0.0,0.0,0.0
2012,27.5,1,12.0,3.0,9.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.8,2.0,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,69,0.4928571428571429,10,14.0,21,4.48,531.6984126984127,0.2857142857142857,0.31746031746031744,0.23809523809523808,0.031746031746031744,0.015873015873015872,0.12698412698412698,0.06349206349206349,0.031746031746031744,0.047619047619047616,0.0,0.0,0.0
2012,27.5,1,12.0,3.0,9.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.8,2.0,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,35,0.6730769230769231,4,13.0,9,4.32,310.4,0.42857142857142855,0.22857142857142856,0.22857142857142856,0.02857142857142857,0.11428571428571428,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.0,0.0
2012,27.5,1,12.0,0.0,10.6,0,0.0,3.0,3.0,4.0,4.0,3.5,2.8,2.8,3.6,3.2,13,3.0,True,False,False,True,True,False,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,59,0.427536231884058,10,13.8,33,6.54,426.55357142857144,0.2857142857142857,0.23214285714285715,0.17857142857142858,0.08928571428571429,0.05357142857142857,0.10714285714285714,0.08928571428571429,0.05357142857142857,0.05357142857142857,0.0,0.017857142857142856,0.0
2013,27.5,1,13.0,5.0,8.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,58,0.36024844720496896,9,17.88888888888889,22,6.24,382.1578947368421,0.3157894736842105,0.2982456140350877,0.19298245614035087,0.10526315789473684,0.017543859649122806,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.07017543859649122,0.017543859649122806,0.0,0.0
2012,27.5,1,14.0,3.0,11.0,0,0.0,4.0,4.0,3.0,4.0,3.75,2.2,2.4,3.0,2.6,13,3.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,38,0.3917525773195876,7,13.857142857142858,19,4.56,650.8055555555555,0.3611111111111111,0.3888888888888889,0.1388888888888889,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0
2012,27.5,1,15.0,5.0,10.0,0,0.0,3.0,2.0,3.0,3.0,2.75,2.0,2.2,2.4,2.2,13,2.4,True,True,True,True,True,True,1,False,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0,0,57,0.6195652173913043,8,11.5,29,4.53,191.37254901960785,0.45098039215686275,0.13725490196078433,0.21568627450980393,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0392156862745098,0.0196078431372549,0.0,0.0
2012,27.5,1,15.0,6.0,9.0,0,0.0,4.0,3.0,4.0,4.0,3.75,2.4,2.4,2.4,2.4,13,1.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,48,0.64,7,10.714285714285714,19,5.28,441.8478260869565,0.41304347826086957,0.30434782608695654,0.13043478260869565,0.021739130434782608,0.043478260869565216,0.10869565217391304,0.08695652173913043,0.06521739130434782,0.06521739130434782,0.0,0.0,0.0
2012,27.5,1,16.0,6.0,10.0,0,0.0,3.0,3.0,2.0,2.0,2.5,2.0,2.2,2.2,2.0,13,2.4,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,39,0.5909090909090909,3,22.0,7,7.88,592.6944444444445,0.3333333333333333,0.5277777777777778,0.1111111111111111,0.0,0.027777777777777776,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0
2012,27.5,1,16.0,4.0,12.0,0,0.0,1.0,2.0,2.0,1.0,1.5,2.0,1.8,2.8,2.2,13,2.8,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,39,0.4875,4,20.0,9,7.12,464.37142857142857,0.3142857142857143,0.34285714285714286,0.22857142857142856,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0
2013,27.5,1,16.0,9.0,7.0,0,0.0,1.0,2.0,2.0,1.0,1.5,2.2,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,61,0.4728682170542636,11,11.727272727272727,18,4.12,640.561403508772,0.2807017543859649,0.2807017543859649,0.3157894736842105,0.05263157894736842,0.03508771929824561,0.07017543859649122,0.05263157894736842,0.05263157894736842,0.03508771929824561,0.0,0.0,0.0
2012,27.5,1,16.0,8.0,8.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.2,2.4,2.4,2.2,13,2.4,True,True,True,True,True,True,1,False,3,1,0,0,0,1,0,0,0,0,1,0,0,3,1.0,0,0,58,0.38666666666666666,11,13.636363636363637,19,4.84,630.7678571428571,0.25,0.2857142857142857,0.26785714285714285,0.017857142857142856,0.08928571428571429,0.10714285714285714,0.05357142857142857,0.03571428571428571,0.05357142857142857,0.0,0.0,0.0
2012,27.5,1,16.0,8.0,8.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.2,2.4,2.4,2.2,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,61,0.5258620689655172,3,38.666666666666664,7,21.6,555.8620689655172,0.29310344827586204,0.22413793103448276,0.25862068965517243,0.05172413793103448,0.08620689655172414,0.1206896551724138,0.10344827586206896,0.034482758620689655,0.05172413793103448,0.0,0.0,0.0
2012,27.5,1,18.0,5.0,13.0,0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.6,2.4,2.0,13,3.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,39,0.5909090909090909,5,13.2,14,5.4,565.9473684210526,0.2894736842105263,0.2631578947368421,0.21052631578947367,0.02631578947368421,0.05263157894736842,0.10526315789473684,0.07894736842105263,0.05263157894736842,0.07894736842105263,0.0,0.0,0.0
2012,28.3,1,12.0,3.0,9.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.8,2.0,2.4,2.2,13,2.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,32,0.5517241379310345,4,14.5,10,4.8,210.0,0.375,0.1875,0.28125,0.09375,0.0625,0.09375,0.125,0.0625,0.03125,0.0,0.0,0.0
2012,28.3,1,13.0,3.0,10.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.8,2.0,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,51,0.4473684210526316,12,9.5,17,3.88,676.1041666666666,0.2916666666666667,0.3541666666666667,0.22916666666666666,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.08333333333333333,0.0625,0.08333333333333333,0.0,0.0,0.0
2013,28.3,1,13.0,7.0,6.0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.2,2.2,2.0,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,63,0.45985401459854014,7,19.571428571428573,21,7.1,461.77966101694915,0.2542372881355932,0.3050847457627119,0.11864406779661017,0.1016949152542373,0.0847457627118644,0.0847457627118644,0.06779661016949153,0.05084745762711865,0.0847457627118644,0.01694915254237288,0.0,0.0
2012,28.3,1,17.0,0.0,13.0,0,0.0,2.0,1.0,1.0,3.0,1.75,2.4,2.8,3.4,2.8,13,2.6,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,54,0.5294117647058824,7,14.571428571428571,17,4.96,362.54,0.4,0.26,0.26,0.04,0.04,0.1,0.1,0.04,0.04,0.0,0.0,0.0
2012,28.3,1,18.0,0.0,13.0,0,0.0,1.0,1.0,3.0,1.0,1.5,2.0,2.0,2.6,2.0,13,2.6,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,40,0.7017543859649122,2,28.5,5,10.4,370.64102564102564,0.46153846153846156,0.41025641025641024,0.15384615384615385,0.07692307692307693,0.0,0.05128205128205128,0.02564102564102564,0.10256410256410256,0.07692307692307693,0.0,0.0,0.0
2012,28.3,1,19.0,8.0,11.0,0,0.0,3.0,4.0,4.0,4.0,3.75,2.2,2.2,2.4,2.2,13,3.0,True,True,True,True,True,True,1,False,3,1,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0,0,31,0.6888888888888889,3,15.0,6,5.2,350.06451612903226,0.3225806451612903,0.12903225806451613,0.25806451612903225,0.12903225806451613,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.03225806451612903,0.06451612903225806,0.0,0.0,0.0
2018,28.3,1,19.0,6.0,12.0,0,0.0,2.0,2.0,3.0,3.0,2.5,2.0,2.0,3.0,3.0,14,3.0,True,True,True,True,True,True,1,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,1,52,0.45217391304347826,8,14.375,16,5.36,327.6041666666667,0.2708333333333333,0.25,0.2708333333333333,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.08333333333333333,0.0,0.0,0.0
2018,28.3,1,19.0,5.0,13.0,0,0.0,2.0,1.0,3.0,1.0,1.75,2.0,1.0,3.0,1.0,14,3.4,True,True,True,True,True,True,1,False,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0,1,58,0.6304347826086957,12,7.666666666666667,19,4.84,224.15686274509804,0.4117647058823529,0.2549019607843137,0.1568627450980392,0.13725490196078433,0.09803921568627451,0.09803921568627451,0.09803921568627451,0.0196078431372549,0.0784313725490196,0.0,0.0,0.0
2020,28.3,1,22.0,11.0,11.5,1,9.0,5.0,4.0,6.0,5.0,5.0,2.0,1.0,4.0,3.0,14,4.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,167,0.3694690265486726,12,37.666666666666664,53,14.13,539.2264150943396,0.25157232704402516,0.22012578616352202,0.2578616352201258,0.09433962264150944,0.12578616352201258,0.1069182389937107,0.050314465408805034,0.012578616352201259,0.03773584905660377,0.012578616352201259,0.0,0.0
2017,28.3,1,46.0,10.0,5.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.6,3.0,2.8,2.4,2,0.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,53,0.7066666666666667,3,25.0,9,11.83,428.94,0.34,0.28,0.24,0.14,0.04,0.1,0.02,0.02,0.04,0.0,0.0,0.0
2012,29.2,1,12.0,3.0,9.0,0,0.0,1.0,1.0,1.0,2.0,1.25,1.8,2.0,2.4,2.2,13,2.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,85,0.37610619469026546,15,15.066666666666666,38,4.97,249.1153846153846,0.3717948717948718,0.2948717948717949,0.20512820512820512,0.14102564102564102,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0
2013,29.2,1,13.0,9.0,4.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.6,2.6,2.8,2.6,13,2.2,True,True,True,True,True,True,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,62,0.3875,8,20.0,19,7.44,323.375,0.32142857142857145,0.23214285714285715,0.21428571428571427,0.10714285714285714,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.03571428571428571,0.05357142857142857,0.0,0.0,0.0
2012,29.2,1,14.0,3.0,11.0,0,0.0,2.0,4.0,3.0,4.0,3.25,2.2,2.4,3.0,2.6,13,3.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,53,0.39849624060150374,11,12.090909090909092,19,4.16,412.7291666666667,0.2708333333333333,0.3333333333333333,0.20833333333333334,0.041666666666666664,0.08333333333333333,0.125,0.0625,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0
2012,29.2,1,14.0,7.0,7.0,0,0.0,4.0,4.0,5.0,3.0,4.0,1.6,2.0,1.8,1.6,13,2.6,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,54,0.4122137404580153,12,10.916666666666666,18,3.84,398.4313725490196,0.29411764705882354,0.3333333333333333,0.19607843137254902,0.058823529411764705,0.0784313725490196,0.11764705882352941,0.058823529411764705,0.0392156862745098,0.0392156862745098,0.0,0.0,0.0
2012,29.2,1,14.0,7.0,7.0,0,0.0,4.0,4.0,3.0,4.0,3.75,2.2,2.4,2.4,2.2,13,1.8,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,39,0.5342465753424658,4,18.25,6,6.72,491.2631578947368,0.34210526315789475,0.39473684210526316,0.13157894736842105,0.02631578947368421,0.02631578947368421,0.21052631578947367,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0
2013,29.2,1,14.0,6.0,8.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.4,1.6,1.6,1.4,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,49,0.5833333333333334,6,14.0,14,4.8,258.54347826086956,0.43478260869565216,0.2826086956521739,0.2826086956521739,0.0,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.0,0.0,0.0
2012,29.2,1,14.0,5.0,9.0,0,0.0,3.0,3.0,4.0,3.0,3.25,2.0,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,51,0.53125,5,19.2,17,5.89,362.6304347826087,0.34782608695652173,0.30434782608695654,0.1956521739130435,0.0,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.021739130434782608,0.043478260869565216,0.0,0.0,0.0
2012,29.2,1,15.0,3.0,12.0,0,0.0,5.0,2.0,3.0,4.0,3.5,2.6,2.6,2.8,2.8,13,3.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,41,0.4019607843137255,10,10.2,14,3.97,460.86842105263156,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.0,0.0,0.0
